,name,rating,reviews,company-type,HQ,age,employees
0,TCS,3.9,(37.3k Reviews),Public,"Mumbai,Maharashtra + 232 more",54 years old,1 Lakh+ Employees (India)
1,Accenture,4.1,(25.2k Reviews),Public,"Dublin,Dublin + 127 more",33 years old,1 Lakh+ Employees (India)
2,Cognizant,3.9,(23.1k Reviews),Private,"Teaneck,New Jersey + 86 more",28 years old,1 Lakh+ Employees (India)
3,ICICI Bank,4.0,(30k Reviews),Public,"Mumbai,Maharashtra + 964 more",28 years old,50k-1 Lakh Employees (India)
4,Wipro,3.9,(21.6k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 246 more",77 years old,1 Lakh+ Employees (India)
5,HDFC Bank,4.0,(30.9k Reviews),Public,"Mumbai,Maharashtra + 1057 more",28 years old,1 Lakh+ Employees (India)
6,Capgemini,3.9,(18.5k Reviews),Public,Paris + 67 more,55 years old,1 Lakh+ Employees (India)
7,HCL Technologies,3.8,(18.3k Reviews),Public,"Noida,Uttar Pradesh + 153 more",46 years old,1 Lakh+ Employees (India)
8,Infosys,4.0,(22.1k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 115 more",41 years old,1 Lakh+ Employees (India)
9,Tech Mahindra,3.7,(17.2k Reviews),Public,"Pune,Maharashtra + 175 more",36 years old,50k-1 Lakh Employees (India)
10,Genpact,4.0,(17k Reviews),Private,"New York,New York + 54 more",25 years old,50k-1 Lakh Employees (India)
11,Axis Bank,3.9,(15.8k Reviews),Public,"Mumbai,Maharashtra + 949 more",29 years old,50k-1 Lakh Employees (India)
12,Reliance jio,4.0,(12.7k Reviews),Public,"Navi Mumbai,Maharashtra + 873 more",15 years old,10k-50k Employees (India)
13,IBM,4.1,(12.8k Reviews),Public,"Armonk,New York + 105 more",111 years old,1 Lakh+ Employees (India)
14,Larsen & Toubro ...,4.0,(16.1k Reviews),Public,"Mumbai,Maharashtra + 469 more",84 years old,10k-50k Employees (India)
15,Vodafone Idea,4.2,(12.3k Reviews),Public,"Gandhinagar,Gujrat + 533 more",4 years old,10k-50k Employees (India)
16,Concentrix Corpo...,4.1,(12.2k Reviews),Public,"Fremont,California + 56 more",39 years old,10k-50k Employees (India)
17,Amazon,4.2,(12.1k Reviews),Private,"Seattle,Washington + 311 more",28 years old,1 Lakh+ Employees (India)
18,HDB Financial Se...,4.0,(11k Reviews),Private,"Ahmedabad,Gujrat + 673 more",15 years old,1 Lakh+ Employees (India)
19,Kotak Mahindra B...,3.9,(11.4k Reviews),Public,"Mumbai,Maharashtra + 441 more",19 years old,10k-50k Employees (India)
20,Teleperformance,3.6,(8.5k Reviews),Private,Paris + 108 more,44 years old,50k-1 Lakh Employees (India)
21,Bharti Airtel,4.1,(11k Reviews),Public,"Gurgaon/Gurugram,Haryana + 448 more",27 years old,5k-10k Employees (India)
22,Tata Motors,4.1,(7.9k Reviews),Public,"Pune,Maharashtra + 366 more",77 years old,50k-1 Lakh Employees (India)
23,Reliance Industr...,4.0,(33.8k Reviews),Public,"Navi Mumbai,Maharashtra + 384 more",49 years old,1 Lakh+ Employees (India)
24,Deloitte,4.0,(7.4k Reviews),Private,"New York,New York + 128 more",177 years old,10k-50k Employees (India)
25,Reliance Retail,4.1,(11.1k Reviews),Private,"Navi Mumbai,Maharashtra + 466 more",16 years old,1 Lakh+ Employees (India)
26,Mahindra & Mahin...,4.1,(17.7k Reviews),Public,"Mumbai,Maharashtra + 372 more",77 years old,10k-50k Employees (India)
27,IndusInd Bank,3.8,(5.8k Reviews),Public,"Gurgaon/Gurugram,Haryana + 511 more",28 years old,10k-50k Employees (India)
28,WNS,3.7,(5.6k Reviews),Private,"Mumbai,Maharashtra + 20 more",26 years old,10k-50k Employees (India)
29,Hinduja Global S...,3.9,(5.3k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 71 more",22 years old,10k-50k Employees (India)
0,DXC Technology,3.8,(5.6k Reviews),Public,"Minato,Tokyo + 49 more",31 years old,10k-50k Employees (India)
1,Maruti Suzuki,4.1,(5k Reviews),Public,"New Delhi,Delhi + 351 more",39 years old,10k-50k Employees (India)
2,Flipkart,4.2,(8.9k Reviews),Private,"Bangalore,Karnataka + 362 more",15 years old,10k-50k Employees (India)
3,Samsung,4.0,(7.2k Reviews),Private,"Suwon-Si,Gyeonggi-Do + 400 more",84 years old,50k-1 Lakh Employees (India)
4,Infosys BPM,4.0,(4.7k Reviews),4.0,4.0,4.0,4.0
5,Ernst & Young,3.8,(4.7k Reviews),Private,London + 64 more,20 years old,50k-1 Lakh Employees (India)
6,HSBC,4.1,(4.9k Reviews),Private,"Pune,Maharashtra + 52 more",20 years old,10k-50k Employees (India)
7,Ericsson,4.2,(4.6k Reviews),Private,"Stockholm,Stockholm County + 124 more",146 years old,10k-50k Employees (India)
8,Bajaj Finserv,4.1,(11.5k Reviews),Public,"Pune,Maharashtra + 578 more",15 years old,10k-50k Employees (India)
9,Conneqt Business...,3.8,(4.2k Reviews),3.8,3.8,3.8,3.8
10,Startek,3.5,(4.2k Reviews),3.5,3.5,3.5,3.5
11,Dr. Reddy's,4.2,(4.3k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 121 more",36 years old,10k-50k Employees (India)
12,Jana Small Finan...,3.9,(4.1k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 290 more",16 years old,10k-50k Employees (India)
13,Cipla Pharmaceut...,4.1,(4.1k Reviews),Public,"Mumbai,Maharashtra + 178 more",87 years old,10k-50k Employees (India)
14,Sutherland Globa...,3.8,(4.4k Reviews),Private,"Pittsford,New York + 38 more",36 years old,10k-50k Employees (India)
15,IDFC FIRST Bank,4.0,(4k Reviews),Public,"Mumbai,Maharashtra + 311 more",4 years old,10k-50k Employees (India)
16,Mphasis,3.8,(4k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 39 more",22 years old,1k-5k Employees (India)
17,ICICI Prudential...,4.1,(4k Reviews),Public,"Mumbai,Maharashtra + 385 more",22 years old,10k-50k Employees (India)
18,BYJU'S,3.7,(7.7k Reviews),Private,"Bangalore,Karnataka + 132 more",11 years old,1k-5k Employees (India)
19,Bajaj Allianz Li...,4.2,(3.8k Reviews),Private,Pune + 406 more,21 years old,10k-50k Employees (India)
20,Indian Army,4.7,(3.8k Reviews),4.7,4.7,4.7,4.7
21,Asian Paints,4.3,(4.2k Reviews),Public,"Mumbai,Maharashtra + 300 more",80 years old,10k-50k Employees (India)
22,Yes Bank,4.0,(3.8k Reviews),Public,"Mumbai,Maharashtra + 318 more",18 years old,10k-50k Employees (India)
23,Lupin,4.2,(3.7k Reviews),Public,"Mumbai,Maharashtra + 121 more",54 years old,10k-50k Employees (India)
24,Home Credit Fina...,4.3,(3.6k Reviews),Private,Gurugram + 96 more,10 years old,10k-50k Employees (India)
25,NTT DATA,4.0,(7k Reviews),Private,"Chiyoda City,Tokyo + 33 more",34 years old,10k-50k Employees (India)
26,HDFC LIFE,4.1,(3.5k Reviews),4.1,4.1,4.1,4.1
27,ITC,3.9,(6.5k Reviews),Public,"Kolkata,West Bengal + 211 more",47 years old,10k-50k Employees (India)
28,EXL Service,3.9,(4.3k Reviews),Private,"New York City,New York + 31 more",23 years old,10k-50k Employees (India)
29,Udaan,4.2,(3.3k Reviews),Private,"Bangalore,Karnataka + 283 more",6 years old,10k-50k Employees (India)
0,Zydus Cadila,4.1,(4.2k Reviews),Public,"Ahmedabad, India + 126 more",70 years old,10k-50k Employees (India)
1,Bajaj Finance,4.2,(3.3k Reviews),Private,"Pune,Maharashtra + 554 more",35 years old,1k-5k Employees (India)
2,Intelenet Global...,3.7,(3.2k Reviews),Private,"Mumbai,Maharashtra + 55 more",22 years old,10k-50k Employees (India)
3,Hewlett-Packard ...,4.3,(4.6k Reviews),Private,"Houston,Texas + 79 more",83 years old,10k-50k Employees (India)
4,OPPO,4.0,(3.3k Reviews),Public,"Dongguan,Guangdong + 293 more",18 years old,10k-50k Employees (India)
5,Hindustan Unilev...,4.3,(5.2k Reviews),Public,"Mumbai,Maharashtra + 317 more",89 years old,10k-50k Employees (India)
6,Ujjivan Small Fi...,4.1,(3.1k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 352 more",5 years old,10k-50k Employees (India)
7,L&T Infotech,3.9,(3.2k Reviews),Public,"Mumbai,Maharashtra + 76 more",26 years old,10k-50k Employees (India)
8,UltraTech Cement,4.3,(3.4k Reviews),Public,"Mumbai,Maharashtra + 296 more",39 years old,10k-50k Employees (India)
9,Shapoorji Pallon...,4.3,(4.7k Reviews),Private,"Mumbai,Maharashtra + 128 more",157 years old,1k-5k Employees (India)
10,Reliance Communi...,4.0,(3.5k Reviews),Public,"Navi Mumbai,Maharashtra + 355 more",20 years old,10k-50k Employees (India)
11,PwC,3.7,(3.1k Reviews),Partnership,London + 58 more,24 years old,5k-10k Employees (India)
12,Paytm,3.7,(3.7k Reviews),Private,Noida + 213 more,12 years old,10k-50k Employees (India)
13,Ashok Leyland,4.1,(3.6k Reviews),Public,"Chennai,Tamil Nadu + 173 more",74 years old,10k-50k Employees (India)
14,Mahindra & Mahin...,4.3,(3k Reviews),Public,"Mumbai,Maharashtra + 508 more",31 years old,10k-50k Employees (India)
15,Shriram Transpor...,4.1,(4.6k Reviews),Public,"Mumbai,Maharashtra + 593 more",43 years old,10k-50k Employees (India)
16,IIFL,3.9,(3k Reviews),Public,"Mumbai,Maharashtra + 398 more",27 years old,5k-10k Employees (India)
17,Sun Pharmaceutic...,4.1,(3.4k Reviews),Public,Mumbai + 134 more,39 years old,10k-50k Employees (India)
18,Future Group,4.2,(9.4k Reviews),Private,"Mumbai,Maharashtra + 188 more",9 years old,50k-1 Lakh Employees (India)
19,Apollo Hospitals,4.1,(4.6k Reviews),Public,"San Francisco,California + 152 more",39 years old,50k-1 Lakh Employees (India)
20,Aurobindo Pharma,4.1,(3.1k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 44 more",36 years old,1k-5k Employees (India)
21,Vivo,4.2,(2.9k Reviews),Private,"Gurgaon/Gurugram,Haryana + 302 more",13 years old,5k-10k Employees (India)
22,Nokia,4.3,(3k Reviews),Private,"Espoo,Southern Finland + 163 more",157 years old,10k-50k Employees (India)
23,KPMG,3.7,(2.8k Reviews),Partnership,"Amstelveen,North Holland + 49 more",35 years old,10k-50k Employees (India)
24,Wipro BPS,3.8,(2.8k Reviews),3.8,3.8,3.8,3.8
25,JP Morgan Chase,4.2,(2.8k Reviews),Private,"New York,New York + 18 more",22 years old,10k-50k Employees (India)
26,Siemens,4.2,(2.8k Reviews),Public,"Munich,Bavaria + 95 more",30 years old,10k-50k Employees (India)
27,Mindtree,4.1,(2.7k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 22 more",23 years old,10k-50k Employees (India)
28,Oyo Rooms,3.6,(2.9k Reviews),Private,"Gurgaon,Haryana + 100 more",9 years old,1k-5k Employees (India)
29,eClerx,3.7,(2.7k Reviews),Public,"Mumbai,Maharashtra + 15 more",22 years old,5k-10k Employees (India)
0,TVS Motor,4.1,(2.8k Reviews),Public,"Chennai,Tamil Nadu + 219 more",43 years old,5k-10k Employees (India)
1,Bandhan Bank,4.0,(2.8k Reviews),Public,"Kolkata,West Bengal + 461 more",21 years old,10k-50k Employees (India)
2,Fidelity Nationa...,4.1,(2.7k Reviews),Private,"Jacksonville,Florida + 28 more",17 years old,10k-50k Employees (India)
3,Max Life Insuran...,4.2,(2.6k Reviews),4.2,4.2,4.2,4.2
4,Cyient,3.7,(2.5k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 26 more",31 years old,10k-50k Employees (India)
5,Hero MotoCorp,4.3,(2.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 248 more",38 years old,5k-10k Employees (India)
6,JLL,4.3,(2.5k Reviews),Private,"Mumbai,Maharashtra + 54 more",25 years old,10k-50k Employees (India)
7,Wells Fargo Indi...,4.2,(2.5k Reviews),Private,"San Francisco,California + 10 more",24 years old,10k-50k Employees (India)
8,Hyundai Motor,4.1,(3.4k Reviews),Private,Seoul + 212 more,55 years old,5k-10k Employees (India)
9,Tata Projects,4.2,(2.5k Reviews),Public,"Mumbai,Maharashtra + 176 more",43 years old,5k-10k Employees (India)
10,Oracle,3.9,(3.2k Reviews),Public,"Austin,Texas + 27 more",45 years old,10k-50k Employees (India)
11,Atos Syntel,3.7,(4.1k Reviews),Private,"Troy,Michigan + 14 more",42 years old,10k-50k Employees (India)
12,Bosch,4.3,(3.3k Reviews),Public,"Gerlingen,Baden-Wuerttemberg + 77 more",136 years old,10k-50k Employees (India)
13,First Source,3.9,(2.4k Reviews),Public,"Mumbai,Maharashtra + 44 more",21 years old,5k-10k Employees (India)
14,JustDial,3.6,(2.4k Reviews),Public,"Mumbai,Maharashtra + 117 more",26 years old,10k-50k Employees (India)
15,Delhivery,4.2,(2.4k Reviews),Private,"Delhi,NCT + 381 more",11 years old,10k-50k Employees (India)
16,JSW Steel,3.9,(3.8k Reviews),Public,"Mumbai,Maharashtra + 84 more",40 years old,10k-50k Employees (India)
17,AU Small Finance...,4.0,(3.2k Reviews),Private,"Jaipur,Rajasthan + 253 more",26 years old,10k-50k Employees (India)
18,Hexaware Technol...,3.7,(2.4k Reviews),Public,"Mumbai,Maharashtra + 25 more",32 years old,10k-50k Employees (India)
19,TATA Steel,4.0,(3.7k Reviews),Public,"Mumbai,Maharashtra + 112 more",115 years old,10k-50k Employees (India)
20,Godrej & Boyce M...,3.9,(2.3k Reviews),Private,"Mumbai,Maharashtra + 116 more",125 years old,10k-50k Employees (India)
21,Axis Direct,4.0,(2.3k Reviews),Private,"San Mateo,California + 262 more",11 years old,1k-5k Employees (India)
22,Dell,4.2,(3.2k Reviews),Private,"Round Rock,Texas + 80 more",38 years old,50k-1 Lakh Employees (India)
23,Wipro Consumer ...,3.8,(2.8k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 67 more",77 years old,1k-5k Employees (India)
24,Viatris,4.2,(2.2k Reviews),4.2,4.2,4.2,4.2
25,iEnergizer,3.5,(2.2k Reviews),Private,"Noida,Uttar Pradesh + 14 more",22 years old,10k-50k Employees (Global)
26,UnitedHealth,4.1,(3.7k Reviews),Private,"Minnetonka,Minnesota + 11 more",45 years old,10k-50k Employees (India)
27,Aditya Birla Fas...,4.3,(2.6k Reviews),Private,Mumbai + 178 more,7 years old,10k-50k Employees (India)
28,Dominos Pizza,4.2,(2.2k Reviews),Public,"Ypsilanti,Michigan + 188 more",62 years old,1k-5k Employees (India)
29,Megha Engineerin...,4.2,(2.2k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 157 more",33 years old,1k-5k Employees (India)
0,Fullerton India,4.2,(2.2k Reviews),Private,Mumbai + 363 more,15 years old,10k-50k Employees (India)
1,SBI Cards & Paym...,3.9,(2.2k Reviews),Public,"Gurgaon/Gurugram,Haryana + 211 more",24 years old,5k-10k Employees (India)
2,Manappuram Finan...,4.0,(2.8k Reviews),Public,"Thrissur/Trichur,Kerala + 339 more",73 years old,10k-50k Employees (India)
3,Omega Healthcare,3.7,(2.1k Reviews),Private,Florida + 23 more,18 years old,1k-5k Employees (India)
4,BNY Mellon,4.1,(2.1k Reviews),Private,"New York City,New York + 8 more",18 years old,10k-50k Employees (India)
5,Nagarjuna Constr...,4.1,(2.2k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 161 more",24 years old,1k-5k Employees (India)
6,Cgi Group,4.2,(2.1k Reviews),Private,"Montreal,Quebec + 12 more",31 years old,10k-50k Employees (India)
7,Quess,3.9,(6.6k Reviews),Public,Bangalore + 266 more,15 years old,10k-50k Employees (India)
8,Royal Enfield,4.2,(2.1k Reviews),Private,"Gurgaon/Gurugram,Haryana + 211 more",67 years old,5k-10k Employees (India)
9,State Bank of In...,4.0,(2k Reviews),4.0,4.0,4.0,4.0
10,JBM Group,4.1,(2.5k Reviews),Public,"Gurgaon/Gurugram,Haryana + 69 more",39 years old,1k-5k Employees (India)
11,Tata Communicati...,4.1,(2.7k Reviews),Public,"Mumbai,Maharashtra + 86 more",36 years old,10k-50k Employees (India)
12,Muthoot Fincorp,4.0,(2k Reviews),Private,"Trivandrum/Thiruvananthapuram,Kerala + 377 more",135 years old,10k-50k Employees (India)
13,IQVIA,4.2,(2k Reviews),Partnership,"Durham,North Carolina + 35 more",40 years old,10k-50k Employees (India)
14,Motherson Sumi S...,3.9,(3.2k Reviews),Public,"Noida,Uttar Pradesh + 58 more",36 years old,1k-5k Employees (India)
15,D Mart,4.0,(2k Reviews),Private,"Mumbai,Maharashtra + 132 more",22 years old,5k-10k Employees (India)
16,ICICI Lombard Ge...,3.8,(2k Reviews),Public,"Mumbai,Maharashtra + 178 more",21 years old,5k-10k Employees (India)
17,CBRE,4.3,(2k Reviews),Private,"Los Angeles,California + 47 more",116 years old,10k-50k Employees (India)
18,Sodexo,4.1,(2.1k Reviews),Private,Issy Les Moulineaux + 103 more,14 years old,10k-50k Employees (India)
19,Flex,4.1,(2k Reviews),Private,San Jose + 33 more,53 years old,10k-50k Employees (India)
20,LG Electronics,4.0,(2k Reviews),Public,"Seoul,Seoul + 173 more",64 years old,5k-10k Employees (India)
21,L&T Financial Se...,4.0,(1.9k Reviews),Public,"Mumbai,Maharashtra + 353 more",28 years old,10k-50k Employees (India)
22,Equitas Small Fi...,4.1,(1.9k Reviews),Private,"Chennai,Tamil Nadu + 264 more",15 years old,1k-5k Employees (India)
23,Muthoot Group,3.6,(4k Reviews),Public,"Wedel,Schleswig-holstein + 308 more",135 years old,1k-5k Employees (India)
24,Hetero Drugs,4.0,(2.2k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 31 more",29 years old,1k-5k Employees (India)
25,John Deere,4.3,(2.1k Reviews),Private,"Moline,Illinois + 84 more",21 years old,1k-5k Employees (India)
26,Simplex Infrastr...,3.7,(2.1k Reviews),Public,"Kolkata,West Bengal + 118 more",98 years old,1k-5k Employees (India)
27,Wipro Enterprise...,3.8,(1.9k Reviews),3.8,3.8,3.8,3.8
28,Bajaj Auto,4.1,(5.2k Reviews),Public,"Pune,Maharashtra + 186 more",77 years old,201-500 Employees (India)
29,Ford Motor,4.5,(2.2k Reviews),Public,"Dearborn,Michigan + 96 more",119 years old,5k-10k Employees (India)
0,Abbott Healthcar...,4.2,(3.1k Reviews),Public,"Illinois City,Illinois + 132 more",31 years old,10k-50k Employees (India)
1,Hindustan Coca C...,4.4,(1.9k Reviews),Private,Bangalore + 153 more,25 years old,1k-5k Employees (India)
2,Arvind Group,4.1,(2.1k Reviews),Public,"Ahmedabad,Gujrat + 127 more",91 years old,10k-50k Employees (India)
3,Subros,4.0,(1.9k Reviews),Public,"Noida,Uttar Pradesh + 31 more",37 years old,1k-5k Employees (India)
4,Amdocs,4.1,(1.9k Reviews),Private,"Chesterfield,Missouri + 11 more",40 years old,10k-50k Employees (India)
5,Alembic Pharmace...,4.1,(1.9k Reviews),Public,"Vadodara/Baroda,Gujrat + 110 more",115 years old,5k-10k Employees (India)
6,Gati kwe,4.1,(1.9k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 141 more",10 years old,1k-5k Employees (India)
7,Ecom Express,4.2,(1.9k Reviews),Private,"Gurgaon,Haryana + 409 more",10 years old,10k-50k Employees (India)
8,Whitehat jr,3.9,(1.8k Reviews),3.9,3.9,3.9,3.9
9,SBI Life Insuran...,3.8,(1.8k Reviews),Public,"Mumbai,Maharashtra + 382 more",21 years old,10k-50k Employees (India)
10,UST,4.1,(2k Reviews),Private,"Aliso Viejo,California + 31 more",21 years old,10k-50k Employees (India)
11,L&T Construction,4.0,(2k Reviews),Public,Chennai + 214 more,78 years old,50k-1 Lakh Employees (India)
12,Bosch Global Sof...,4.2,(1.8k Reviews),Private,Gerlingen + 17 more,32 years old,10k-50k Employees (India)
13,Shoppers Stop,4.3,(1.9k Reviews),Public,"Mumbai,Maharashtra + 53 more",31 years old,10k-50k Employees (India)
14,Cholamandalam In...,4.3,(1.8k Reviews),Private,"Chennai,Tamil Nadu + 422 more",44 years old,1k-5k Employees (India)
15,KEC Internationa...,4.2,(1.8k Reviews),Public,"Mumbai,Maharashtra + 178 more",77 years old,5k-10k Employees (India)
16,Indiamart Interm...,3.8,(1.8k Reviews),Private,"Noida,Uttar Pradesh + 90 more",26 years old,10k-50k Employees (India)
17,Cummins,4.4,(1.8k Reviews),4.4,4.4,4.4,4.4
18,Schneider Electr...,4.2,(3.3k Reviews),Private,Paris + 60 more,23 years old,10k-50k Employees (India)
19,Indian Air Force,4.6,(1.8k Reviews),Private,"New Delhi,Delhi + 93 more",90 years old,1 Lakh+ Employees (India)
20,McDonald's,4.3,(1.8k Reviews),Private,"Chicago,Illinois + 110 more",67 years old,5k-10k Employees (India)
21,NatWest Group,4.1,(1.8k Reviews),4.1,4.1,4.1,4.1
22,Thermax,4.3,(2k Reviews),Public,"Pune,Maharashtra + 103 more",42 years old,1k-5k Employees (India)
23,Suzlon Group,4.2,(1.8k Reviews),Public,"Pune,Maharashtra + 75 more",27 years old,5k-10k Employees (India)
24,Lava Internation...,4.1,(1.7k Reviews),Public,"Noida,Uttar Pradesh + 195 more",13 years old,1k-5k Employees (India)
25,Intas Pharmaceut...,4.3,(1.8k Reviews),Private,"Ahmedabad,Gujrat + 89 more",22 years old,5k-10k Employees (India)
26,Varun Beverages,4.0,(1.7k Reviews),Public,"Gurgaon/Gurugram,Haryana + 168 more",27 years old,5k-10k Employees (India)
27,DTDC Express,4.0,(1.7k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 177 more",32 years old,1k-5k Employees (India)
28,VE Commercial Ve...,4.1,(1.7k Reviews),Private,"Gurgaon/Gurugram,Haryana + 97 more",14 years old,1k-5k Employees (India)
29,CMS IT Services,3.1,(1.7k Reviews),Private,"Bangalore,Karnataka + 109 more",8 years old,5k-10k Employees (India)
0,BigBasket,4.2,(1.8k Reviews),Private,"Bangalore,Karnataka + 64 more",11 years old,5k-10k Employees (India)
