,name,rating,reviews,company-type,HQ,age,employees
11,Haldiram Foods,4.0,(732 Reviews),Private,Nagpur + 61 more,52 years old,501-1k Employees (India)
12,Apotex Research,4.5,(633 Reviews),Private,"Brantford,Ontario + 9 more",19 years old,1k-5k Employees (India)
13,AGS Transact Tec...,3.7,(633 Reviews),Private,Mumbai + 80 more,20 years old,10k-50k Employees (India)
14,Nielsen,4.0,(776 Reviews),Private,"New York City,New York + 74 more",99 years old,1k-5k Employees (India)
15,Iffco Tokio Gene...,4.2,(631 Reviews),Private,"Gurgaon/Gurugram,Haryana + 156 more",22 years old,1k-5k Employees (India)
16,Karvy Stock Brok...,3.5,(630 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 96 more",32 years old,10k-50k Employees (Global)
17,Spencer's Retail,4.1,(630 Reviews),Public,"Kolkata,West Bengal + 49 more",159 years old,1k-5k Employees (India)
18,ESAF Microfinanc...,3.9,(627 Reviews),Private,"Thrissur/Trichur,Kerala + 141 more",6 years old,1k-5k Employees (India)
19,Tata Chemicals,4.2,(1.3k Reviews),Public,"Mumbai,Maharashtra + 74 more",84 years old,1k-5k Employees (India)
20,Mondelez Interna...,4.5,(1k Reviews),Private,"Greater Chicago Area,IL + 93 more",10 years old,1k-5k Employees (India)
21,Bajaj Capital,3.7,(886 Reviews),Public,"Delhi/NCR,New Delhi + 106 more",58 years old,1k-5k Employees (India)
22,Cerner,3.9,(626 Reviews),Public,"Kansas,Missouri + 1 more",43 years old,1k-5k Employees (India)
23,Luminous Power T...,4.1,(625 Reviews),Private,"Gurgaon/Gurugram,Haryana + 85 more",34 years old,1k-5k Employees (India)
24,Tata Communicati...,4.1,(625 Reviews),Private,Mumbai + 49 more,16 years old,10k-50k Employees (India)
25,Johnson Lifts,4.0,(623 Reviews),Private,"Chennai,Tamil Nadu + 52 more",41 years old,501-1k Employees (India)
26,Adani Ports and ...,4.0,(623 Reviews),Public,"Ahmedabad,Gujrat + 35 more",24 years old,1k-5k Employees (India)
27,Team Computers,3.7,(620 Reviews),Private,"Delhi/NCR,Delhi + 53 more",35 years old,1k-5k Employees (India)
28,CRB Tech Solutio...,4.4,(620 Reviews),Private,"Pune,Maharashtra + 7 more",21 years old,501-1k Employees (India)
29,GAMMON INDIA,4.0,(848 Reviews),Public,"Mumbai,Maharashtra + 62 more",100 years old,1k-5k Employees (Global)
0,Wind World,4.1,(617 Reviews),Private,Mumbai + 42 more,28 years old,5k-10k Employees (India)
1,Sahara India Par...,4.1,(1.1k Reviews),Private,"Lucknow,Uttar Pradesh + 169 more",44 years old,1k-5k Employees (India)
2,Vedantu,3.5,(616 Reviews),3.5,3.5,3.5,3.5
3,Aadhar Housing F...,4.3,(615 Reviews),Private,"Mumbai,Maharashtra + 174 more",12 years old,1k-5k Employees (India)
4,Lemon Tree Hotel...,4.1,(614 Reviews),Public,"Delhi/NCR,Delhi + 45 more",20 years old,1k-5k Employees (India)
5,Godrej Group,4.0,(4.5k Reviews),Public,Mumbai + 82 more,125 years old,10k-50k Employees (India)
6,Bosch Chassis Sy...,4.3,(613 Reviews),Private,Gerlingen + 15 more,71 years old,501-1k Employees (India)
7,Strides Pharma,4.1,(613 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 26 more",32 years old,1k-5k Employees (India)
8,Piaggio,3.9,(611 Reviews),Private,Pontedera + 62 more,138 years old,1k-5k Employees (India)
9,Telenor,4.5,(636 Reviews),Private,"Fornebu,Fornebu + 114 more",13 years old,1k-5k Employees (India)
10,Unichem Laborato...,4.0,(610 Reviews),Public,"Mumbai,Maharashtra + 57 more",78 years old,1k-5k Employees (India)
11,BGR Energy Syste...,3.8,(612 Reviews),Public,"Nellore,Andhra Pradesh + 34 more",37 years old,1k-5k Employees (Global)
12,NSE.IT,3.6,(607 Reviews),Public,"Mumbai,Maharashtra + 110 more",23 years old,201-500 Employees (India)
13,HTC Global Servi...,3.7,(605 Reviews),Private,"Troy,Michigan + 20 more",32 years old,1k-5k Employees (India)
14,Bisleri,4.1,(605 Reviews),Private,"Mumbai,Maharashtra + 86 more",57 years old,1k-5k Employees (India)
15,Broadridge Finan...,3.9,(604 Reviews),Private,"New York City,New York + 6 more",15 years old,1k-5k Employees (India)
16,TTEC India,4.1,(608 Reviews),Public,"San Mateo,California + 9 more",40 years old,1k-5k Employees (India)
17,SS&C TECHNOLOGIE...,3.7,(832 Reviews),Private,"Windsor Locks,Connecticut + 12 more",22 years old,1k-5k Employees (India)
18,PI Industries,4.1,(598 Reviews),Public,"Gurgaon/Gurugram,Haryana + 57 more",75 years old,1k-5k Employees (India)
19,Synchrony,4.4,(597 Reviews),Private,Stamford + 3 more,19 years old,1k-5k Employees (India)
20,Hero Motors,4.2,(3.6k Reviews),Private,New Delhi + 136 more,24 years old,5k-10k Employees (India)
21,KIA MOTORS,3.8,(595 Reviews),Private,Seoul + 65 more,78 years old,10k-50k Employees (India)
22,PhonePe,4.1,(702 Reviews),Private,"Bangalore,Karnataka + 107 more",7 years old,5k-10k Employees (India)
23,Ceasefire Indust...,3.2,(594 Reviews),Private,Noida + 63 more,20 years old,1k-5k Employees (India)
24,24-7 Intouch,3.4,(593 Reviews),Private,"Winnipeg,Manitoba + 4 more",21 years old,1k-5k Employees (India)
25,MiraMed Ajuba,4.1,(593 Reviews),Private,"Chennai,Tamil Nadu + 4 more",21 years old,1k-5k Employees (India)
26,SNC-Lavalin,4.3,(880 Reviews),Public,"Montreal,Quebec + 48 more",111 years old,501-1k Employees (India)
27,Feedback Infrast...,3.9,(814 Reviews),Private,"Gurgaon/Gurugram,Haryana + 94 more",32 years old,1k-5k Employees (India)
28,Granules India,4.1,(589 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 5 more",38 years old,1k-5k Employees (India)
29,TK Elevator,4.1,(1.2k Reviews),Private,Essen + 52 more,27 years old,1k-5k Employees (India)
0,TDK,3.9,(586 Reviews),Private,"Lincolnshire,Illinois + 24 more",87 years old,501-1k Employees (India)
1,Atul,3.9,(585 Reviews),Public,Gujarat + 42 more,75 years old,1k-5k Employees (India)
2,Medhaj Techno Co...,4.4,(581 Reviews),Private,"Lucknow,Uttar Pradesh + 87 more",15 years old,1k-5k Employees (India)
3,iSON Xperiences,3.4,(580 Reviews),Private,Lagos + 24 more,11 years old,5k-10k Employees (India)
4,Nirma,4.4,(580 Reviews),Private,"Ahmedabad,Gujarat + 48 more",32 years old,10k-50k Employees (India)
5,Ab Inbev,3.6,(579 Reviews),3.6,3.6,3.6,3.6
6,Microsoft Corpor...,4.3,(644 Reviews),Private,"Redmond,Washington + 38 more",47 years old,10k-50k Employees (India)
7,Fluor Daniel Ind...,3.9,(575 Reviews),Private,"Irving,Texas + 17 more",110 years old,501-1k Employees (India)
8,Amneal Pharmaceu...,4.3,(694 Reviews),Private,"Bridgewater,New Jersey + 16 more",20 years old,1k-5k Employees (India)
9,Next Education I...,3.8,(574 Reviews),Private,"Mumbai,Maharashtra + 64 more",15 years old,1k-5k Employees (India)
10,Annapurna Financ...,4.2,(574 Reviews),Private,"Bhubaneswar,Odisha + 150 more",13 years old,5k-10k Employees (India)
11,CADD Centre Trai...,3.8,(572 Reviews),Private,"Chennai,Tamil Nadu + 106 more",34 years old,501-1k Employees (India)
12,TUV SUD,4.0,(571 Reviews),Private,Munich + 52 more,156 years old,1k-5k Employees (India)
13,V2 Retail,3.5,(569 Reviews),Public,"Delhi/NCR,Delhi + 62 more",21 years old,501-1k Employees (India)
14,Automotive Manuf...,4.1,(567 Reviews),4.1,4.1,4.1,4.1
15,Technip,3.9,(567 Reviews),Private,Paris + 29 more,5 years old,1k-5k Employees (India)
16,Spicer India,4.4,(567 Reviews),Private,"Delhi/NCR,Delhi + 32 more",29 years old,1k-5k Employees (India)
17,Toppr,3.2,(567 Reviews),Private,"Mumbai,Maharashtra + 42 more",9 years old,501-1k Employees (India)
18,PNB Housing Fina...,4.2,(566 Reviews),Public,"Delhi/NCR,New Delhi + 84 more",34 years old,1k-5k Employees (India)
19,Micromax Informa...,3.9,(808 Reviews),Private,"Gurgaon/Gurugram,Haryana + 99 more",22 years old,1k-5k Employees (India)
20,Ivrcl Infrastruc...,4.3,(565 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 54 more",35 years old,1k-5k Employees (India)
21,Thomas Cook,4.0,(564 Reviews),Public,"Mumbai,Maharashtra + 65 more",141 years old,501-1k Employees (India)
22,Mando Automotive,4.1,(564 Reviews),Private,"Kanchipuram,Tamil Nadu + 15 more",16 years old,1k-5k Employees (India)
23,Vistaar Finance,4.3,(563 Reviews),Private,"Bangalore,Karnataka + 142 more",12 years old,1k-5k Employees (India)
24,Standard Charter...,4.0,(563 Reviews),Private,Chennai + 12 more,21 years old,10k-50k Employees (India)
25,Max Bupa Health ...,3.8,(561 Reviews),Private,"Delhi/NCR,New Delhi + 95 more",14 years old,1k-5k Employees (India)
26,Medlife,3.5,(561 Reviews),Private,"Bangalore,Karnataka + 29 more",8 years old,1k-5k Employees (Global)
27,XL Dynamics,3.6,(560 Reviews),Private,Navi Mumbai + 17 more,20 years old,1k-5k Employees (India)
28,Siemens Gamesa R...,4.3,(559 Reviews),Private,"Zamudio,Vizcaya + 40 more",46 years old,1k-5k Employees (India)
29,THE LEELA PALACE...,4.2,(557 Reviews),Private,"Mumbai,Maharashtra + 23 more",39 years old,1k-5k Employees (India)
0,Dhoot Transmissi...,3.5,(556 Reviews),Private,"Mumbai,Maharashtra + 16 more",24 years old,201-500 Employees (India)
1,Podar Internatio...,4.4,(556 Reviews),Private,"Mumbai,Maharashtra + 86 more",95 years old,5k-10k Employees (India)
2,Allstate,4.3,(556 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",10 years old,1k-5k Employees (India)
3,Acme Cleantech S...,3.7,(554 Reviews),Private,"Gurgaon/Gurugram,Haryana + 72 more",19 years old,1k-5k Employees (India)
4,Spandana Sphoort...,3.5,(554 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 155 more",24 years old,5k-10k Employees (India)
5,GlaxoSmithKline ...,4.3,(1.6k Reviews),Public,London + 80 more,22 years old,501-1k Employees (India)
6,Hathway,3.8,(553 Reviews),Private,"Mumbai,Maharashtra + 40 more",63 years old,1k-5k Employees (India)
7,Taurus BPO Servi...,4.9,(553 Reviews),LLP,"Pune,Indore + 6 more",11 years old,1k-5k Employees (India)
8,Mahindra CIE Aut...,3.8,(552 Reviews),Public,"Mumbai,Maharashtra + 23 more",23 years old,501-1k Employees (India)
9,Arthur J. Gallag...,4.0,(552 Reviews),Private,"Pune,Maharashtra + 5 more",20 years old,1k-5k Employees (India)
10,Viraj Profiles,3.7,(552 Reviews),Private,"Mumbai,Maharashtra + 15 more",22 years old,1k-5k Employees (India)
11,Alstom,4.1,(551 Reviews),Private,Saint-Ouen + 44 more,94 years old,5k-10k Employees (India)
12,Bharti Infratel,4.4,(549 Reviews),Public,"Gurgaon/Gurugram,Haryana + 61 more",16 years old,1k-5k Employees (India)
13,Jindal X,3.4,(549 Reviews),Public,"New Delhi,Delhi + 12 more",24 years old,501-1k Employees (India)
14,Caterpillar Inc,4.2,(707 Reviews),Private,"Deerfield,Illinois + 23 more",97 years old,5k-10k Employees (India)
15,Honda Cars,4.3,(547 Reviews),4.3,4.3,4.3,4.3
16,Egis  India Cons...,4.2,(547 Reviews),Private,"Gurgaon/Gurugram,Haryana + 75 more",17 years old,1k-5k Employees (India)
17,C.R.I. Pumps,3.9,(546 Reviews),Private,"Coimbatore,Tamil Nadu + 49 more",61 years old,1k-5k Employees (India)
18,Polycab Wires,4.1,(546 Reviews),Private,"Mumbai,Maharashtra + 55 more",26 years old,1k-5k Employees (India)
19,FastInfo,4.5,(546 Reviews),Private,"Kolkata,West Bengal + 4 more",3 years old,201-500 Employees (India)
20,Kirloskar Oil En...,4.0,(545 Reviews),Public,"Pune,Maharashtra + 61 more",76 years old,1k-5k Employees (India)
21,Burger King,3.9,(544 Reviews),Private,Miami + 56 more,8 years old,1k-5k Employees (India)
22,Barbeque Nation,4.1,(544 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 52 more",16 years old,5k-10k Employees (India)
23,Sandvik Asia,4.3,(543 Reviews),Private,"Stockholm,Stockholm + 26 more",160 years old,1k-5k Employees (India)
24,Valeo,3.8,(543 Reviews),Private,Paris + 15 more,99 years old,5k-10k Employees (India)
25,Coca-Cola Compan...,4.3,(2.6k Reviews),Private,Atlanta + 122 more,136 years old,10k-50k Employees (India)
26,NoBroker,4.1,(544 Reviews),Private,"Bangalore,Karnataka + 20 more",8 years old,1k-5k Employees (India)
27,VLCC,4.0,(541 Reviews),Private,"Delhi/NCR,New Delhi + 72 more",33 years old,1k-5k Employees (Global)
28,ANZ Banking Grou...,4.2,(679 Reviews),4.2,4.2,4.2,4.2
29,ManpowerGroup,4.1,(540 Reviews),Private,"Milwaukee,Wisconsin + 79 more",25 years old,1k-5k Employees (India)
0,OM Logistics,4.1,(540 Reviews),Private,"Delhi/NCR,Delhi + 81 more",23 years old,1k-5k Employees (India)
1,Nexa,4.1,(539 Reviews),Private,"Delhi/NCR,Delhi + 137 more",7 years old,1k-5k Employees (India)
2,Aye Finance,4.5,(539 Reviews),Private,"Delhi,NCT + 145 more",9 years old,1k-5k Employees (India)
3,Nilkamal,3.9,(604 Reviews),Public,"Mumbai,Maharashtra + 76 more",41 years old,1k-5k Employees (India)
4,DCM Shriram,4.2,(572 Reviews),Public,"Delhi/NCR,New Delhi + 58 more",32 years old,1k-5k Employees (India)
5,VIP Industries,4.0,(538 Reviews),Public,"Mumbai,Maharashtra + 70 more",51 years old,1k-5k Employees (India)
6,Fidelity Nationa...,4.0,(538 Reviews),Private,"Jacksonville,Florida + 4 more",175 years old,1k-5k Employees (India)
7,Alstom Transport...,3.9,(538 Reviews),Private,Saint-Ouen + 30 more,94 years old,10k-50k Employees (India)
8,Godrej Consumer ...,4.3,(537 Reviews),Public,Mumbai + 75 more,21 years old,1k-5k Employees (India)
9,Indiabulls Ventu...,3.4,(536 Reviews),Public,"Mumbai,Maharashtra + 72 more",27 years old,1k-5k Employees (India)
10,Aarvee Associate...,3.9,(536 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 89 more",33 years old,1k-5k Employees (India)
11,Infinite Compute...,3.9,(536 Reviews),Public,Bangalore + 20 more,23 years old,1k-5k Employees (India)
12,Evalueserve,3.6,(534 Reviews),Private,"Schaffhausen,Schaffhausen + 7 more",22 years old,1k-5k Employees (India)
13,Altran Technolog...,3.7,(829 Reviews),Private,Neuilly-sur-Seine + 7 more,40 years old,10k-50k Employees (India)
14,Supreme Industri...,4.1,(582 Reviews),Public,Mumbai + 54 more,80 years old,10k-50k Employees (India)
15,JK Lakshmi Cemen...,4.3,(565 Reviews),Public,"Delhi/NCR,New Delhi + 80 more",40 years old,1k-5k Employees (India)
16,Continental Auto...,4.2,(532 Reviews),Private,"Lower Saxony,Hanover + 9 more",151 years old,5k-10k Employees (India)
17,BNP Paribas,3.9,(1.4k Reviews),Private,Paris + 16 more,174 years old,10k-50k Employees (India)
18,Apollo Munich He...,4.0,(531 Reviews),Public,Gurgaon + 107 more,15 years old,1k-5k Employees (India)
19,Capacit'e Infrap...,3.8,(558 Reviews),Public,"Mumbai,Maharashtra + 23 more",10 years old,1k-5k Employees (India)
20,Pramerica Life I...,3.8,(530 Reviews),3.8,3.8,3.8,3.8
21,Galfar,4.2,(529 Reviews),Private,Muscat + 26 more,50 years old,501-1k Employees (India)
22,Schaeffler India,4.2,(529 Reviews),Public,"Mumbai,Maharashtra + 19 more",76 years old,1k-5k Employees (India)
23,AstraZeneca,4.2,(528 Reviews),Public,"Cambridge,Cambridgeshire + 32 more",23 years old,1k-5k Employees (India)
24,Sri Chaitanya Ed...,3.9,(526 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 54 more",36 years old,51-200 Employees (India)
25,1point1 Solution...,3.4,(524 Reviews),Public,"Navi Mumbai,Maharashtra + 12 more",14 years old,51-200 Employees (India)
26,Slk Software Ser...,3.7,(524 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 6 more",22 years old,1k-5k Employees (India)
27,ICICI Home Finan...,4.0,(524 Reviews),Private,"Mumbai,Maharashtra + 118 more",23 years old,1k-5k Employees (India)
28,Nuvoco Vistas Co...,4.3,(523 Reviews),Private,Mumbai + 81 more,23 years old,1k-5k Employees (India)
0,Magna Infotech,3.3,(523 Reviews),Private,Bangalore + 39 more,25 years old,1k-5k Employees (India)
1,Samsung Engineer...,4.2,(523 Reviews),Private,"Suwon-Si,Gyeonggi-Do + 36 more",16 years old,1k-5k Employees (India)
2,Ruchi Soya Indus...,4.1,(522 Reviews),Public,"Mumbai,Maharashtra + 81 more",36 years old,5k-10k Employees (India)
3,Sundaram Finance,4.3,(522 Reviews),Public,"Chennai,Tamil Nadu + 159 more",68 years old,1k-5k Employees (India)
4,Pricol,3.8,(590 Reviews),Public,"Coimbatore,Tamil Nadu + 17 more",47 years old,1k-5k Employees (India)
5,Colgate Palmoliv...,4.2,(521 Reviews),Public,"New York,New York + 82 more",85 years old,1k-5k Employees (India)
6,Future Supply Ch...,4.3,(521 Reviews),Public,"Mumbai,Maharashtra + 53 more",16 years old,1k-5k Employees (India)
7,Shubham Housing ...,4.2,(520 Reviews),Private,"Gurgaon,Haryana + 82 more",12 years old,1k-5k Employees (India)
8,MDIndia Health I...,4.0,(519 Reviews),Private,"Pune,Maharashtra + 54 more",22 years old,1k-5k Employees (India)
9,Yashoda Hospital...,3.8,(519 Reviews),Private,"Ghaziabad,Uttar Pradesh + 16 more",33 years old,501-1k Employees (India)
10,Suryoday Small F...,3.9,(519 Reviews),Private,"Mumbai,Maharashtra + 93 more",14 years old,1k-5k Employees (India)
11,Thyrocare Techno...,3.2,(518 Reviews),Public,"Mumbai,Maharashtra + 34 more",26 years old,1k-5k Employees (India)
12,Pizza Hut,4.1,(518 Reviews),Private,"Plano,Texas + 70 more",64 years old,1k-5k Employees (India)
13,Parexel Internat...,4.1,(517 Reviews),Private,Massachusetts + 6 more,40 years old,5k-10k Employees (India)
14,Carnival Cruise ...,4.6,(516 Reviews),4.6,4.6,4.6,4.6
15,TE Connectivity,4.1,(514 Reviews),Private,"Schaffhausen,Schaffhausen + 6 more",15 years old,1k-5k Employees (India)
16,Vestas,4.2,(514 Reviews),Private,"Aarhus,Central Denmark Region + 30 more",26 years old,1k-5k Employees (India)
17,Shriram Life Ins...,4.1,(514 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 147 more",17 years old,50k-1 Lakh Employees (India)
18,Hinduja Leyland ...,4.1,(513 Reviews),Private,"Chennai,Tamil Nadu + 165 more",16 years old,1k-5k Employees (India)
19,Trimax IT Infras...,3.4,(512 Reviews),Private,"Mumbai,Maharashtra + 65 more",27 years old,5k-10k Employees (Global)
20,Eaton Corporatio...,4.1,(510 Reviews),Public,"Cleveland,Ohio + 14 more",111 years old,5k-10k Employees (India)
21,Bechtel,4.2,(510 Reviews),Private,"Reston,Virginia + 23 more",124 years old,1k-5k Employees (India)
22,Bestseller Retai...,4.3,(510 Reviews),Private,"Mumbai,Maharashtra + 56 more",13 years old,501-1k Employees (India)
23,Aviva Life Insur...,3.9,(509 Reviews),JV,London + 79 more,326 years old,1k-5k Employees (India)
24,CitiusTech,4.0,(509 Reviews),Private,New Jersey + 8 more,17 years old,5k-10k Employees (India)
25,Punjab National ...,4.0,(508 Reviews),Private,"Delhi/NCR,Delhi + 119 more",128 years old,50k-1 Lakh Employees (India)
26,Vibgyor High Sch...,3.8,(508 Reviews),Private,Mumbai + 17 more,18 years old,1k-5k Employees (India)
27,Kirloskar Brothe...,4.1,(536 Reviews),Public,Pune + 45 more,134 years old,1k-5k Employees (India)
28,Novo Nordisk,4.1,(506 Reviews),Private,"New York City,New York + 48 more",99 years old,1k-5k Employees (India)
29,Finolex Cables,3.9,(506 Reviews),Public,Pune + 66 more,66 years old,5k-10k Employees (India)
0,PNC Infratech,4.0,(505 Reviews),Public,"Delhi/NCR,Delhi + 49 more",23 years old,5k-10k Employees (India)
1,INDUSIND MARKETI...,4.1,(504 Reviews),Private,"Chennai,Tamil Nadu + 205 more",20 years old,501-1k Employees (India)
2,Rockman Industri...,3.8,(504 Reviews),Private,"Delhi/NCR,Delhi + 22 more",62 years old,1k-5k Employees (India)
3,Tata steel BSL,4.0,(502 Reviews),Public,"Mumbai,Maharashtra + 26 more",35 years old,10k-50k Employees (India)
4,Greaves Cotton,4.2,(502 Reviews),Public,"Mumbai,Maharashtra + 25 more",163 years old,1k-5k Employees (India)
5,Panacea Biotec,4.0,(505 Reviews),Public,"Delhi/NCR,New Delhi + 44 more",38 years old,1k-5k Employees (India)
6,Gmmco,4.2,(501 Reviews),Private,"Chennai,Tamil Nadu + 63 more",55 years old,1k-5k Employees (India)
7,Centum Electroni...,3.8,(501 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 8 more",28 years old,1k-5k Employees (India)
8,Fareportal,3.1,(500 Reviews),Private,"New York,New York + 6 more",20 years old,1k-5k Employees (India)
9,Marks & Spencer,4.6,(500 Reviews),Private,London + 46 more,138 years old,1k-5k Employees (India)
10,Hyundai Mobis,3.7,(498 Reviews),Private,"Kanchipuram,Tamil Nadu + 27 more",5 years old,51-200 Employees (India)
11,C&S Electric,3.9,(498 Reviews),Private,"Delhi/NCR,New Delhi + 38 more",56 years old,5k-10k Employees (India)
12,Hatsun Agro Prod...,4.2,(498 Reviews),Public,"Chennai,Tamil Nadu + 62 more",52 years old,1k-5k Employees (India)
13,Hindustan Zinc,3.8,(498 Reviews),Public,"Udaipur,Rajasthan + 20 more",56 years old,1k-5k Employees (India)
14,Perfetti Van Mel...,4.3,(497 Reviews),Private,Lainate + 71 more,21 years old,1k-5k Employees (India)
15,FLSmidth,3.8,(497 Reviews),Private,"Copenhagen,Valby + 19 more",140 years old,1k-5k Employees (India)
16,UBS,3.7,(496 Reviews),Private,Zurich + 25 more,7 years old,1k-5k Employees (India)
17,IndiaFirst Life ...,4.2,(496 Reviews),Private,"Mumbai,Maharashtra + 99 more",13 years old,1k-5k Employees (India)
18,Apco Infratech,3.9,(495 Reviews),Private,"Lucknow,Uttar Pradesh + 46 more",30 years old,1k-5k Employees (India)
19,Xiaomi,4.1,(495 Reviews),Private,"Haidian District,Beijing + 111 more",12 years old,10k-50k Employees (India)
20,Ion Exchange Ind...,3.8,(495 Reviews),Public,"Mumbai,Maharashtra + 61 more",58 years old,1k-5k Employees (India)
21,Tenneco,3.8,(495 Reviews),Private,"Lake Forest,Illinois + 24 more",82 years old,1k-5k Employees (India)
22,Crowne Plaza,4.2,(1.3k Reviews),Public,"Atlanta,Georgia + 26 more",39 years old,501-1k Employees (India)
23,Newgen Software ...,3.5,(493 Reviews),Public,"Delhi,NCT + 19 more",30 years old,1k-5k Employees (India)
24,LOREAL,4.3,(514 Reviews),Private,Clichy + 56 more,31 years old,1k-5k Employees (India)
25,Edelweiss Tokio ...,3.9,(491 Reviews),3.9,3.9,3.9,3.9
26,The Lalit,3.9,(490 Reviews),3.9,3.9,3.9,3.9
27,Pine Labs,4.1,(490 Reviews),Private,"Noida,Uttar Pradesh + 56 more",24 years old,1k-5k Employees (India)
28,Future Focus Inf...,3.5,(490 Reviews),Private,Chennai + 47 more,25 years old,1k-5k Employees (India)
29,KEI Industries,3.9,(490 Reviews),Public,"Delhi/NCR,Delhi + 54 more",54 years old,1k-5k Employees (India)
0,Hindustan Sanita...,4.0,(489 Reviews),Public,"Gurgaon/Gurugram,Haryana + 50 more",62 years old,501-1k Employees (India)
1,Mahindra First C...,4.0,(489 Reviews),Private,"Mumbai,Maharashtra + 93 more",28 years old,501-1k Employees (India)
2,Mswipe Technolog...,3.2,(489 Reviews),Private,"Mumbai,Maharashtra + 65 more",11 years old,1k-5k Employees (India)
3,Infogain,3.7,(489 Reviews),Private,"Los Gatos,California + 13 more",32 years old,1k-5k Employees (India)
4,Sansera Engineer...,4.2,(488 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 17 more",36 years old,501-1k Employees (India)
5,Intertek,3.8,(492 Reviews),Private,London + 42 more,25 years old,1k-5k Employees (India)
6,DAV Public Schoo...,4.1,(487 Reviews),Private,"Delhi/NCR,New Delhi + 113 more",136 years old,1 Lakh+ Employees (India)
7,Electrosteel Ste...,4.0,(487 Reviews),Public,Jharkhand + 12 more,16 years old,501-1k Employees (India)
8,Imperial Auto In...,3.7,(483 Reviews),Public,"Faridabad,Haryana + 23 more",53 years old,1k-5k Employees (India)
9,INDO-MIM,4.2,(483 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 11 more",24 years old,1k-5k Employees (India)
10,Bank of India,3.8,(481 Reviews),Private,"Mumbai,Maharashtra + 114 more",116 years old,50k-1 Lakh Employees (India)
11,Unicharm,4.3,(481 Reviews),Private,"Mita,Tokyo + 89 more",61 years old,1k-5k Employees (India)
12,Bluestream Softw...,4.7,(481 Reviews),4.7,4.7,4.7,4.7
13,Syngenta,4.3,(480 Reviews),Private,"Basel,Basel + 90 more",22 years old,1k-5k Employees (India)
14,Clover Infotech,3.8,(477 Reviews),Private,"Mumbai,Maharashtra + 11 more",28 years old,1k-5k Employees (India)
15,eClinicalWorks,4.2,(477 Reviews),Private,"Westborough,Massachusetts + 9 more",23 years old,1k-5k Employees (India)
16,MAHLE ANAND Filt...,4.2,(477 Reviews),Private,"Stuttgart,Germany + 17 more",17 years old,1k-5k Employees (India)
17,Schlumberger,4.2,(485 Reviews),Private,"Houston,Texas + 26 more",14 years old,5k-10k Employees (India)
18,DuPont,4.2,(476 Reviews),Private,"Wilmington,Delaware Valley + 47 more",220 years old,1k-5k Employees (India)
19,Apollo Pharmacy,3.8,(475 Reviews),Private,"Chennai,Tamil Nadu + 82 more",39 years old,10k-50k Employees (India)
20,S&P Global Marke...,4.2,(475 Reviews),Private,New York + 8 more,113 years old,5k-10k Employees (India)
21,Huhtamaki,4.2,(473 Reviews),Private,Espoo + 22 more,87 years old,201-500 Employees (India)
22,Air India Sats A...,3.9,(473 Reviews),Private,"Mumbai,Maharashtra + 21 more",12 years old,1k-5k Employees (India)
23,Musashi Auto Par...,3.9,(472 Reviews),Private,"Gurgaon/Gurugram,Haryana + 8 more",84 years old,501-1k Employees (India)
24,Automatic Data P...,4.3,(473 Reviews),4.3,4.3,4.3,4.3
25,Educomp Solution...,3.5,(471 Reviews),Public,"Gurgaon/Gurugram,Haryana + 110 more",28 years old,11-50 Employees (India)
26,Paytm Payments B...,3.9,(471 Reviews),3.9,3.9,3.9,3.9
27,SAI Life Science...,4.0,(471 Reviews),Public,Hyderabad + 4 more,23 years old,1k-5k Employees (India)
28,Neel Metal Produ...,4.2,(469 Reviews),4.2,4.2,4.2,4.2
29,Decathlon,4.0,(469 Reviews),Private,Lille + 54 more,46 years old,1k-5k Employees (India)
0,JSW Cement,4.1,(469 Reviews),Private,"Mumbai,Maharashtra + 73 more",13 years old,1k-5k Employees (India)
1,Jaquar,4.2,(468 Reviews),Private,Gurgaon + 61 more,62 years old,1k-5k Employees (India)
2,Olam,4.1,(467 Reviews),4.1,4.1,4.1,4.1
3,Everest Industri...,4.1,(465 Reviews),Public,"Noida,Uttar Pradesh + 55 more",88 years old,1k-5k Employees (India)
4,Gujarat Fluoroch...,4.2,(465 Reviews),Private,"Noida,Uttar Pradesh + 15 more",35 years old,1k-5k Employees (India)
5,Moser Baer,4.4,(462 Reviews),Public,"Delhi/NCR,Delhi + 14 more",39 years old,1k-5k Employees (India)
6,Credit Suisse,3.9,(461 Reviews),Private,Zurich + 5 more,166 years old,10k-50k Employees (India)
7,Anchor Electrica...,4.1,(461 Reviews),Private,"Mumbai,Maharashtra + 68 more",59 years old,5k-10k Employees (India)
